name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Humitalea sp. 24SJ18S-53	3422307	S	24	16	40	0.00000
Brevundimonas sp. C43	3068314	S	17	84	101	0.00001
Brevundimonas olei	657642	S	13	15	28	0.00000
Brevundimonas vesicularis	41276	S	11	22	33	0.00000
Phenylobacterium sp.	1871053	S	36	23	59	0.00000
Phenylobacterium zucineum	284016	S	14	13	27	0.00000
Caulobacter segnis	88688	S	25	22	47	0.00000
Caulobacter sp. NIBR1757	3016000	S	14	11	25	0.00000
Emcibacter sp.	1979954	S	67	18	85	0.00001
Sneathiella marina	2950108	S	37	4	41	0.00000
Sneathiella aquimaris	2599305	S	10	1	11	0.00000
Tistrella bauzanensis	657419	S	14	14	28	0.00000
Tistrella mobilis	171437	S	13	14	27	0.00000
Kordiimonas pumila	2161677	S	12	1	13	0.00000
Hyphobacterium sp.	2004662	S	10	6	16	0.00000
Mariprofundus aestuarium	1921086	S	24	1	25	0.00000
Mariprofundus ferrinatatus	1921087	S	17	1	18	0.00000
Bilophila wadsworthia	35833	S	6968	281	7249	0.00056
Desulfovibrio fairfieldensis	44742	S	998	176	1174	0.00009
Desulfovibrio piger	901	S	422	106	528	0.00004
Desulfovibrio desulfuricans	876	S	98	23	121	0.00001
Desulfovibrio sp. G11	631220	S	16	71	87	0.00001
Desulfovibrio aminophilus	81425	S	28	9	37	0.00000
Candidatus Desulfovibrio trichonymphae	1725232	S	15	1	16	0.00000
Desulfovibrio mangrovi	2976983	S	15	4	19	0.00000
Pseudodesulfovibrio cashew	2678688	S	18	3	21	0.00000
uncultured Pseudodesulfovibrio sp.	2035858	S	12	1	13	0.00000
Pseudodesulfovibrio sediminis	2810563	S	12	1	13	0.00000
Pseudodesulfovibrio profundus	57320	S	11	3	14	0.00000
Pseudodesulfovibrio tunisiensis	463192	S	10	1	11	0.00000
uncultured Mailhella sp.	1981031	S	80	11	91	0.00001
Nitratidesulfovibrio sp. HK-II	2009266	S	30	11	41	0.00000
Nitratidesulfovibrio vulgaris	881	S	13	1	14	0.00000
Nitratidesulfovibrio liaohensis	2604158	S	13	5	18	0.00000
Maridesulfovibrio sp.	2795000	S	29	4	33	0.00000
Maridesulfovibrio sp. FT414	2979469	S	20	1	21	0.00000
Solidesulfovibrio carbinoliphilus	345370	S	23	9	32	0.00000
Megalodesulfovibrio gigas	879	S	38	2	40	0.00000
Oceanidesulfovibrio marinus	370038	S	18	1	19	0.00000
Taurinivorans muris	2787751	S	18	0	18	0.00000
Halodesulfovibrio aestuarii	126333	S	12	0	12	0.00000
Lawsonia intracellularis	29546	S	11	0	11	0.00000
Desulfomicrobium orale	132132	S	21	5	26	0.00000
Geobacter sp. DSM 9736	1277350	S	11	6	17	0.00000
Geotalea uraniireducens	351604	S	22	0	22	0.00000
Geomonas sp. RF6	2897342	S	11	1	12	0.00000
Syntrophotalea acetylenica	29542	S	41	3	44	0.00000
Pelobacter propionicus	29543	S	12	1	13	0.00000
Desulfosarcina alkanivorans	571177	S	78	10	88	0.00001
Syntrophobacter fumaroxidans	119484	S	61	6	67	0.00001
Desulfoferula mesophila	3058419	S	13	0	13	0.00000
Desulfarculus baarsii	453230	S	10	2	12	0.00000
Campylobacter concisus	199	S	182	3	185	0.00001
Campylobacter coli	195	S	172	56	228	0.00002
Campylobacter jejuni	197	S	32	128	160	0.00001
Helicobacter pylori	210	S	24	18	42	0.00000
Sulfurospirillum diekertiae	1854492	S	28	0	28	0.00000
Caminibacter mediatlanticus	291048	S	12	0	12	0.00000
Treponema vincentii	69710	S	23	13	36	0.00000
Treponema peruense	2787628	S	16	3	19	0.00000
Treponema denticola	158	S	16	13	29	0.00000
Entomospira culicis	2719989	S	19	1	20	0.00000
Geothrix oryzae	2927975	S	32	1	33	0.00000
Geothrix sp. 21YS21S-2	3068893	S	13	1	14	0.00000
Mesoterricola silvestris	2927979	S	15	1	16	0.00000
Sulfidibacter corallicola	2818388	S	21	0	21	0.00000
Terriglobus roseus	392734	S	12	6	18	0.00000
Paludibaculum fermentans	1473598	S	22	0	22	0.00000
Archangium violaceum	83451	S	28	29	57	0.00000
Anaeromyxobacter dehalogenans	161493	S	10	3	13	0.00000
Sorangium cellulosum	56	S	15	3	18	0.00000
Thermocrinis ruber	75906	S	38	0	38	0.00000
Hydrogenobacter thermophilus	940	S	24	0	24	0.00000
Bdellovibrio bacteriovorus	959	S	12	1	13	0.00000
Candidatus Nitrospira inopinata	1715989	S	15	0	15	0.00000
Caldithrix abyssi	187145	S	21	0	21	0.00000
Desulfurispirillum indicum	936456	S	10	0	10	0.00000
Faecalibacterium sp. I3-3-89	2929493	S	243424	177062	420486	0.03268
Faecalibacterium sp. I2-3-92	2929490	S	10575	51802	62377	0.00485
Faecalibacterium sp. IP-3-29	2929489	S	7477	34781	42258	0.00328
Faecalibacterium sp. I4-1-79	2929494	S	5695	10372	16067	0.00125
Faecalibacterium sp. i21-0019-B1	3141184	S	2938	15844	18782	0.00146
Faecalibacterium sp. I4-3-84	2929495	S	2704	9515	12219	0.00095
Faecalibacterium sp. IP-1-18	2929488	S	2517	31800	34317	0.00267
Faecalibacterium sp. I3-3-33	2929492	S	2470	3212	5682	0.00044
Faecalibacterium sp. 7	3402017	S	2287	9319	11606	0.00090
Faecalibacterium sp. i25-0019-C1	3141185	S	1372	12767	14139	0.00110
Faecalibacterium prausnitzii	853	S	158519	199471	357990	0.02783
Faecalibacterium duncaniae	411483	S	20947	103296	124243	0.00966
Faecalibacterium hominis (ex Afrizal et al. 2022)	2881265	S	9904	41323	51227	0.00398
Faecalibacterium taiwanense	3030638	S	4943	34027	38970	0.00303
Faecalibacterium wellingii	2929491	S	2011	5480	7491	0.00058
Vescimonas fastidiosa	2714353	S	21082	5998	27080	0.00210
Vescimonas coprocola	2714355	S	14775	4333	19108	0.00149
Flavonifractor plautii	292800	S	33488	4116	37604	0.00292
Ruthenibacterium lactatiformans	1550024	S	25678	2292	27970	0.00217
uncultured Subdoligranulum sp.	512298	S	3818	3474	7292	0.00057
Subdoligranulum variabile	214851	S	3505	3045	6550	0.00051
Ruminococcus sp. SR1/5	657323	S	7608	28125	35733	0.00278
Ruminococcus sp. JE7B6	3233380	S	126	416	542	0.00004
Ruminococcus sp. JL13D9	3233381	S	116	536	652	0.00005
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	2187	207	2394	0.00019
Ruminococcus callidus	40519	S	936	48	984	0.00008
Ruminococcus champanellensis	1161942	S	403	23	426	0.00003
Ruminococcus gauvreauii	438033	S	118	9	127	0.00001
Ruminococcus bovis	2564099	S	61	7	68	0.00001
Ruminococcus albus	1264	S	59	0	59	0.00000
Owariibacterium komagatae	3136601	S	11987	2436	14423	0.00112
Oscillibacter sp. PEA192	2109687	S	8194	48873	57067	0.00444
Oscillibacter hominis	2763056	S	3262	441	3703	0.00029
Lawsonibacter asaccharolyticus	2108523	S	10003	1153	11156	0.00087
Dysosmobacter welbionis	2093857	S	6015	32498	38513	0.00299
Pusillibacter faecalis	2714358	S	4805	624	5429	0.00042
Pseudoflavonifractor gallinarum	2779352	S	3697	468	4165	0.00032
Anaerotruncus colihominis	169435	S	2960	447	3407	0.00026
Solibaculum mannosilyticum	2780922	S	2128	321	2449	0.00019
Caproicibacterium amylolyticum	2766537	S	26	533	559	0.00004
Caproicibacterium sp. BJN0003	2994078	S	26	57	83	0.00001
Mageeibacillus indolicus	884684	S	179	20	199	0.00002
Amygdalobacter indicium	3029272	S	35	33	68	0.00001
Amygdalobacter nucleatus	3029274	S	10	11	21	0.00000
Bengtsoniella intestinalis	3073143	S	60	0	60	0.00000
Ethanoligenens harbinense	253239	S	57	3	60	0.00000
Thermocaproicibacter melissae	2966552	S	48	2	50	0.00000
Petroclostridium sp. X23	3045146	S	37	1	38	0.00000
Paludihabitans sp. MB14-C6	3070656	S	17	0	17	0.00000
Thermoclostridium stercorarium	1510	S	17	1	18	0.00000
Intestinimonas butyriciproducens	1297617	S	13551	1397	14948	0.00116
Flintibacter sp. KGMB00164	2610895	S	10287	1108	11395	0.00089
Levyella massiliensis	938289	S	17	1	18	0.00000
Fusibacter sp. JL216-2	3071453	S	12	0	12	0.00000
Eubacterium ramulus	39490	S	6489	1491	7980	0.00062
Eubacterium ventriosum	39496	S	511	75	586	0.00005
Eubacterium callanderi	53442	S	503	93	596	0.00005
Eubacterium sp. MSJ-33	2841528	S	163	32	195	0.00002
Eubacterium limosum	1736	S	130	12	142	0.00001
Eubacterium maltosivorans	2041044	S	106	7	113	0.00001
Eubacterium sp. F2	3381348	S	51	2	53	0.00000
Anaerofustis stercorihominis	214853	S	38	2	40	0.00000
Pseudoramibacter alactolyticus	113287	S	27	0	27	0.00000
Alkalibacter rhizosphaerae	2815577	S	12	0	12	0.00000
Clostridium sp. M62/1	411486	S	4024	1191	5215	0.00041
Clostridium sp. SY8519	1042156	S	255	11	266	0.00002
Clostridium sp. MD294	97138	S	72	2	74	0.00001
Clostridium sp. BJN0013	3236840	S	59	4	63	0.00000
Clostridium sp.	1506	S	30	2	32	0.00000
Clostridium sp. HCS.1	3238594	S	17	0	17	0.00000
Clostridium sp. 001	1970093	S	16	3	19	0.00000
[Clostridium] innocuum	1522	S	1044	720	1764	0.00014
Clostridium perfringens	1502	S	390	208	598	0.00005
Clostridium cadaveris	1529	S	326	26	352	0.00003
Clostridium bornimense	1216932	S	99	11	110	0.00001
Clostridium gelidum	704125	S	20	0	20	0.00000
Clostridium tetani	1513	S	16	0	16	0.00000
Clostridium isatidis	182773	S	12	1	13	0.00000
Clostridium manihotivorum	2320868	S	10	0	10	0.00000
Lactonifactor longoviformis	341220	S	229	18	247	0.00002
Wukongibacter baidiensis	1723361	S	33	0	33	0.00000
Proteiniclasticum sp. QWL-01	3036945	S	24	1	25	0.00000
Crassaminicella profunda	1286698	S	20	0	20	0.00000
Caloramator sp. E03	2576307	S	13	0	13	0.00000
Agathobaculum sp. NTUH-O15-33	3079302	S	542	12	554	0.00004
Agathobaculum massiliense	3014267	S	146	448	594	0.00005
Butyricicoccus porcorum	1945634	S	334	39	373	0.00003
Butyricicoccus sp. GAM44	2109686	S	90	0	90	0.00001
Intestinibacillus sp. NTUH-41-i26	3079303	S	100	340	440	0.00003
Acutalibacter muris	1796620	S	396	16	412	0.00003
uncultured Caproiciproducens sp.	1738647	S	41	6	47	0.00000
Caproiciproducens sp. CPB-2	3030017	S	33	21	54	0.00000
Caproicibacter fermentans	2576756	S	51	46	97	0.00001
Aristaeella lactis	3046383	S	34	66	100	0.00001
Aristaeella hokkaidonensis	3046382	S	31	64	95	0.00001
Desulfitobacterium hafniense	49338	S	12	10	22	0.00000
Dehalobacterium formicoaceticum	51515	S	18	2	20	0.00000
Desulfofundulus kuznetsovii	58135	S	11	0	11	0.00000
Symbiobacterium thermophilum	2734	S	35	1	36	0.00000
Caldinitratiruptor microaerophilus	671077	S	21	0	21	0.00000
Desulfotomaculum nigrificans	1565	S	15	2	17	0.00000
[Ruminococcus] torques	33039	S	102159	35485	137644	0.01070
[Ruminococcus] lactaris	46228	S	53865	8105	61970	0.00482
Mediterraneibacter gnavus	33038	S	19183	6420	25603	0.00199
Mediterraneibacter glycyrrhizinilyticus	342942	S	1394	275	1669	0.00013
Blautia wexlerae	418240	S	91709	50969	142678	0.01109
Blautia obeum	40520	S	32410	10524	42934	0.00334
Blautia luti	89014	S	19873	5757	25630	0.00199
Blautia sp. SC05B48	2479767	S	3217	4804	8021	0.00062
Blautia hydrogenotrophica	53443	S	1973	88	2061	0.00016
Blautia producta	33035	S	761	83	844	0.00007
Blautia hansenii	1322	S	678	168	846	0.00007
Blautia liquoris	2779518	S	408	15	423	0.00003
Blautia argi	1912897	S	124	28	152	0.00001
Blautia parvula	2877527	S	118	20	138	0.00001
Blautia pseudococcoides	1796616	S	110	7	117	0.00001
Blautia massiliensis (ex Durand et al. 2017)	1737424	S	36	144230	144266	0.01121
Coprococcus comes	410072	S	42943	32974	75917	0.00590
Coprococcus catus	116085	S	16446	3562	20008	0.00156
Coprococcus sp. ART55/1	751585	S	12806	2967	15773	0.00123
Coprococcus eutactus	33043	S	1132	1267	2399	0.00019
Dorea longicatena	88431	S	61363	18257	79620	0.00619
Dorea formicigenerans	39486	S	10790	3491	14281	0.00111
Simiaoa sunii	2763672	S	67073	11022	78095	0.00607
Roseburia faecis	301302	S	28176	6433	34609	0.00269
Roseburia hominis	301301	S	13521	3088	16609	0.00129
Roseburia intestinalis	166486	S	12329	10625	22954	0.00178
Roseburia sp. 831b	1261635	S	1141	109	1250	0.00010
Roseburia sp. 499	1261634	S	495	40	535	0.00004
Roseburia rectibacter	2763062	S	1399	535	1934	0.00015
Agathobacter rectalis	39491	S	42186	14805	56991	0.00443
Anaerobutyricum hallii	39488	S	8630	6014	14644	0.00114
Enterocloster asparagiformis	333367	S	1592	353	1945	0.00015
Enterocloster bolteae	208479	S	1511	237	1748	0.00014
Enterocloster clostridioformis	1531	S	1501	396	1897	0.00015
Enterocloster lavalensis	460384	S	635	195	830	0.00006
Anaerostipes hadrus	649756	S	5488	761	6249	0.00049
Anaerostipes caccae	105841	S	103	16	119	0.00001
Anaerostipes rhamnosivorans	1229621	S	64	5	69	0.00001
Anaerostipes sp. PC18	3036926	S	60	9	69	0.00001
[Clostridium] scindens	29347	S	4319	432	4751	0.00037
[Clostridium] hylemonae	89153	S	349	22	371	0.00003
Lachnoclostridium phytofermentans	66219	S	42	0	42	0.00000
Lachnospira eligens	39485	S	3353	1343	4696	0.00037
Sellimonas catena	2994035	S	1720	395	2115	0.00016
Sellimonas intestinalis	1653434	S	325	26	351	0.00003
Sellimonas caecigallum	2592333	S	269	18	287	0.00002
Hungatella hathewayi	154046	S	1801	261	2062	0.00016
Hungatella sp. SB206	2937758	S	309	61	370	0.00003
Eisenbergiella porci	2652274	S	1796	186	1982	0.00015
Claveliimonas bilis	3028070	S	1697	155	1852	0.00014
Eshraghiella crossota	45851	S	1108	175	1283	0.00010
Lacrimispora saccharolytica	84030	S	413	73	486	0.00004
Lacrimispora sp. HJ-01	3375704	S	91	31	122	0.00001
Lacrimispora sp. BS-2	3151850	S	19	4	23	0.00000
Lacrimispora xylanisolvens	384636	S	93	5	98	0.00001
Lacrimispora sinapis	3111456	S	76	6	82	0.00001
Lacrimispora xylanolytica	29375	S	66	3	69	0.00001
Lacrimispora sphenoides	29370	S	21	7	28	0.00000
Wansuia hejianensis	2763667	S	750	38	788	0.00006
Butyrivibrio fibrisolvens	831	S	143	9	152	0.00001
Butyrivibrio sp. JL13D10	3236815	S	76	7	83	0.00001
Butyrivibrio proteoclasticus	43305	S	65	7	72	0.00001
Butyrivibrio hungatei	185008	S	39	3	42	0.00000
Anaerocolumna sp. AGMB13020	3081750	S	60	5	65	0.00001
Anaerocolumna sp. MB42-C2	3070997	S	52	27	79	0.00001
Anaerocolumna sp. AGMB13025	3039116	S	11	1	12	0.00000
Anaerocolumna chitinilytica	1727145	S	38	3	41	0.00000
Anaerocolumna cellulosilytica	433286	S	27	2	29	0.00000
Anaerocolumna sedimenticola	2696063	S	18	12	30	0.00000
Chordicoccus furentiruminis	2709410	S	255	6	261	0.00002
Qiania dongpingensis	2763669	S	251	19	270	0.00002
Stomatobaculum sp. F0698	3059030	S	231	6	237	0.00002
Wujia chipingensis	2763670	S	210	57	267	0.00002
Marvinbryantia formatexigens	168384	S	184	13	197	0.00002
Faecalimonas umbilicata	1912855	S	179	45	224	0.00002
Kineothrix sedimenti	3123317	S	107	4	111	0.00001
Kineothrix sp. MB12-C1	3070215	S	33	1	34	0.00000
Lachnoanaerobaculum gingivalis	2490855	S	95	23	118	0.00001
Lachnoanaerobaculum umeaense	617123	S	17	3	20	0.00000
Chakrabartyella piscis	2918914	S	111	2	113	0.00001
Novisyntrophococcus fermenticellae	2068655	S	111	6	117	0.00001
[Clostridium] symbiosum	1512	S	110	11	121	0.00001
Hominifimenecus sp. rT4P-3	3242979	S	100	1	101	0.00001
Pseudobutyrivibrio xylanivorans	185007	S	70	2	72	0.00001
Herbinix luporum	1679721	S	28	2	30	0.00000
Anaeropeptidivorans aminofermentans	2934315	S	13	0	13	0.00000
Anaeromicropila herbilytica	2785025	S	12	0	12	0.00000
Anaerotignum propionicum	28446	S	98	25	123	0.00001
Anaerotignum sp. MB30-C6	3070814	S	65	20	85	0.00001
Vallitalea pronyensis	1348613	S	53	2	55	0.00000
Petrocella atlantisensis	2173034	S	10	0	10	0.00000
Christensenella sp. MSJ-20	2841518	S	3085	104	3189	0.00025
Christensenella massiliensis	1805714	S	634	56	690	0.00005
Christensenella minuta	626937	S	99	5	104	0.00001
Clostridioides difficile	1496	S	2999	1660	4659	0.00036
Intestinibacter bartlettii	261299	S	25	1	26	0.00000
Peptostreptococcus anaerobius	1261	S	14	2	16	0.00000
Mogibacterium diversum	114527	S	105	35	140	0.00001
Emergencia sp. JLR.KK010	3114296	S	52	16	68	0.00001
Emergencia timonensis	1776384	S	25	1	26	0.00000
Ihubacter sp. rT4E-8	3242369	S	57	18	75	0.00001
Aminipila butyrica	433296	S	21	5	26	0.00000
Aminipila luticellarii	2507160	S	15	8	23	0.00000
Sinanaerobacter sp. ZZT-01	3111540	S	14	0	14	0.00000
Anoxybacterium hadale	3408580	S	12	0	12	0.00000
Filifactor alocis	143361	S	23	4	27	0.00000
Alkaliphilus sp. B6464	2731219	S	10	0	10	0.00000
Thermoanaerobacterium sp. RBIITD	1550240	S	29	1	30	0.00000
Aceticella autotrophica	2755338	S	23	0	23	0.00000
Moorella sp. Hama-1	2138101	S	26	26	52	0.00000
Metallumcola ferriviriculae	3039180	S	10	0	10	0.00000
Monoglobus pectinilyticus	1981510	S	36	3	39	0.00000
Phascolarctobacterium succinatutens	626940	S	93877	37884	131761	0.01024
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	5439	1629	7068	0.00055
Phascolarctobacterium faecium	33025	S	270	4	274	0.00002
Acidaminococcus fermentans	905	S	31583	2418	34001	0.00264
Acidaminococcus timonensis	1871002	S	713	63	776	0.00006
Acidaminococcus intestini	187327	S	535	101	636	0.00005
Veillonella atypica	39777	S	2070	277	2347	0.00018
Veillonella parvula	29466	S	458	87	545	0.00004
Veillonella nakazawae	2682456	S	279	473	752	0.00006
Veillonella rogosae	423477	S	144	58	202	0.00002
Veillonella orientalis	2682455	S	112	172	284	0.00002
Veillonella dispar	39778	S	87	70	157	0.00001
Megasphaera elsdenii	907	S	173	119	292	0.00002
Megasphaera stantonii	2144175	S	36	2	38	0.00000
Megasphaera sp.	2023260	S	28	21	49	0.00000
Megasphaera hexanoica	1675036	S	23	2	25	0.00000
Dialister pneumosintes	39950	S	111	3	114	0.00001
Dialister succinatiphilus	487173	S	102	13	115	0.00001
Dialister sp.	1955814	S	12	0	12	0.00000
Megamonas funiformis	437897	S	1008	157	1165	0.00009
Megamonas hypermegale	158847	S	65	8	73	0.00001
Selenomonas sp. oral taxon 126	712528	S	35	14	49	0.00000
Selenomonas sp.	2053611	S	30	1	31	0.00000
Selenomonas sp. oral taxon 478	712538	S	12	36	48	0.00000
Selenomonas sputigena	69823	S	39	2	41	0.00000
Selenomonas ruminantium	971	S	37	1	38	0.00000
Selenomonas dianae	135079	S	12	2	14	0.00000
Sporomusa acidovorans	112900	S	12	5	17	0.00000
Sporomusa termitida	2377	S	11	3	14	0.00000
Streptococcus parasanguinis	1318	S	1714	2374	4088	0.00032
Streptococcus salivarius	1304	S	868	2373	3241	0.00025
Streptococcus sp. LPB0220	2610896	S	205	384	589	0.00005
Streptococcus sp. CP1998	3238303	S	73	233	306	0.00002
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	3077584	S	37	36	73	0.00001
Streptococcus sp. oral taxon 431	712633	S	36	42	78	0.00001
Streptococcus sp. K0074	3402868	S	31	78	109	0.00001
Streptococcus sp. oral taxon 061	712623	S	26	17	43	0.00000
Streptococcus sp. FSL K6-1323	2954513	S	26	375	401	0.00003
Streptococcus sp. KHUD_011	3157334	S	24	64	88	0.00001
Streptococcus sp. KHUD_014	3434353	S	19	15	34	0.00000
Streptococcus sp. KHUD_015	3434352	S	19	28	47	0.00000
Streptococcus sp. SN-1	3074854	S	19	39	58	0.00000
Streptococcus sp. 11-4097	2828286	S	16	42	58	0.00000
Streptococcus sp. FSL W7-1342	2954545	S	12	271	283	0.00002
Streptococcus sp. Marseille-Q3533	2759692	S	11	5	16	0.00000
Streptococcus sp. FDAARGOS_192	1839799	S	10	61	71	0.00001
Streptococcus mitis	28037	S	336	613	949	0.00007
Streptococcus gwangjuensis	1433513	S	17	49	66	0.00001
Streptococcus oralis	1303	S	320	540	860	0.00007
Streptococcus infantis	68892	S	232	118	350	0.00003
Streptococcus lingualis	3098076	S	175	388	563	0.00004
Streptococcus suis	1307	S	160	239	399	0.00003
Streptococcus sanguinis	1305	S	85	53	138	0.00001
Streptococcus cristatus	45634	S	83	23	106	0.00001
Streptococcus anginosus	1328	S	47	97	144	0.00001
Streptococcus intermedius	1338	S	19	28	47	0.00000
Streptococcus gordonii	1302	S	74	21	95	0.00001
Streptococcus dentalis	3098075	S	67	240	307	0.00002
Streptococcus pasteurianus	197614	S	63	581	644	0.00005
Streptococcus lactarius	684066	S	54	16	70	0.00001
Streptococcus parapneumoniae	2993430	S	49	127	176	0.00001
Streptococcus nidrosiense	3140788	S	41	45	86	0.00001
Streptococcus agalactiae	1311	S	37	474	511	0.00004
Streptococcus pneumoniae	1313	S	36	475	511	0.00004
Streptococcus mutans	1309	S	26	9	35	0.00000
Streptococcus pyogenes	1314	S	23	14	37	0.00000
Streptococcus thermophilus	1308	S	22	10	32	0.00000
Streptococcus australis	113107	S	19	64	83	0.00001
Streptococcus vestibularis	1343	S	17	17	34	0.00000
Streptococcus gallolyticus	315405	S	14	52	66	0.00001
Streptococcus parasuis	1501662	S	13	5	18	0.00000
Streptococcus pseudopneumoniae	257758	S	11	27	38	0.00000
Streptococcus equinus	1335	S	10	5	15	0.00000
Streptococcus rubneri	1234680	S	10	17	27	0.00000
Lactococcus lactis	1358	S	159	13	172	0.00001
Lactococcus petauri	1940789	S	59	25	84	0.00001
Lactococcus sp.	44273	S	57	183	240	0.00002
Lactococcus cremoris	1359	S	10	8	18	0.00000
Pseudolactococcus raffinolactis	1366	S	37	1	38	0.00000
Enterococcus faecium	1352	S	5900	6797	12697	0.00099
Enterococcus faecalis	1351	S	23	22	45	0.00000
Enterococcus durans	53345	S	21	0	21	0.00000
Enterococcus cecorum	44008	S	21	0	21	0.00000
Limosilactobacillus fermentum	1613	S	438	79	517	0.00004
Limosilactobacillus reuteri	1598	S	11	3	14	0.00000
Ligilactobacillus ruminis	1623	S	80	6	86	0.00001
Ligilactobacillus salivarius	1624	S	12	1	13	0.00000
Lactobacillus delbrueckii	1584	S	12	15	27	0.00000
Lactobacillus crispatus	47770	S	10	59	69	0.00001
Levilactobacillus brevis	1580	S	47	5	52	0.00000
Latilactobacillus sakei	1599	S	25	15	40	0.00000
Companilactobacillus paralimentarius	83526	S	16	0	16	0.00000
Secundilactobacillus paracollinoides	240427	S	11	1	12	0.00000
Granulicatella adiacens	46124	S	133	7	140	0.00001
Alloiococcus sp. CFN-8	3416081	S	15	0	15	0.00000
Abiotrophia defectiva	46125	S	127	7	134	0.00001
Paenibacillus sp. FSL R7-0331	1536773	S	50	96	146	0.00001
Paenibacillus sp. 19GGS1-52	2758563	S	27	15	42	0.00000
Paenibacillus sp. JNUCC-31	2777983	S	17	55	72	0.00001
Paenibacillus sp. HWE-109	1306526	S	14	6	20	0.00000
Paenibacillus sp. FSL K6-1096	2921460	S	12	16	28	0.00000
Paenibacillus sp. FSL R7-0216	2921677	S	10	5	15	0.00000
Paenibacillus donghaensis	414771	S	34	24	58	0.00000
Paenibacillus lentus	1338368	S	33	18	51	0.00000
Paenibacillus lycopersici	2704462	S	23	13	36	0.00000
Paenibacillus sabinae	365617	S	19	34	53	0.00000
Paenibacillus psychroresistens	1778678	S	14	1	15	0.00000
Paenibacillus tritici	1873425	S	11	31	42	0.00000
Paenibacillus naphthalenovorans	162209	S	11	5	16	0.00000
Paenibacillus durus	44251	S	10	21	31	0.00000
Paenibacillus rhizovicinus	2704463	S	10	5	15	0.00000
Brevibacillus sp. WF146	319501	S	11	16	27	0.00000
Brevibacillus brevis	1393	S	10	35	45	0.00000
Aneurinibacillus sp. Ricciae_BoGa-3	3022697	S	84	22	106	0.00001
Cohnella candidum	2674991	S	55	39	94	0.00001
Cohnella sp. LGH	1619153	S	10	17	27	0.00000
Bacillus atrophaeus	1452	S	20	52	72	0.00001
Peribacillus sp. SCS-37	3115296	S	20	12	32	0.00000
Peribacillus sp. B-H-3	3400420	S	10	10	20	0.00000
Peribacillus asahii	228899	S	14	20	34	0.00000
Niallia circulans	1397	S	25	20	45	0.00000
Niallia sp. Krafla_26	3064703	S	11	7	18	0.00000
Neobacillus sp. OS1-33	3070683	S	17	19	36	0.00000
Cytobacillus dafuensis	1742359	S	13	20	33	0.00000
Alkalicoccus halolimnae	1667239	S	14	3	17	0.00000
Psychrobacillus psychrodurans	126157	S	10	11	21	0.00000
Paraliobacillus zengyii	2213194	S	12	6	18	0.00000
Salimicrobium sp. PL1-032A	3095364	S	10	3	13	0.00000
Staphylococcus epidermidis	1282	S	19	9	28	0.00000
Staphylococcus aureus	1280	S	10	97	107	0.00001
Nosocomiicoccus massiliensis	1232430	S	39	14	53	0.00000
Planococcus halocryophilus	1215089	S	12	6	18	0.00000
Planococcus koreensis	112331	S	10	3	13	0.00000
Planococcus massiliensis	1499687	S	10	4	14	0.00000
Sporosarcina oncorhynchi	3056444	S	11	3	14	0.00000
Ureibacillus chungkukjangi	1202712	S	10	24	34	0.00000
Gemella sanguinis	84135	S	26	11	37	0.00000
Gemella morbillorum	29391	S	19	9	28	0.00000
Alicyclobacillus cycloheptanicus	1457	S	11	1	12	0.00000
Fodinisporobacter ferrooxydans	2901836	S	16	2	18	0.00000
Tumebacillus avium	1903704	S	11	5	16	0.00000
Polycladomyces abyssicola	1125966	S	20	2	22	0.00000
Holdemania massiliensis	1468449	S	2636	340	2976	0.00023
[Eubacterium] hominis	2764325	S	381	81	462	0.00004
Longicatena caecimuris	1796635	S	300	87	387	0.00003
Amedibacterium intestinale	2583452	S	41	8	49	0.00000
Faecalibaculum rodentium	1702221	S	34	1	35	0.00000
Solobacterium moorei	102148	S	24	6	30	0.00000
Allobaculum mucilyticum	2834459	S	13	0	13	0.00000
Intestinibaculum porci	2487118	S	18	0	18	0.00000
Bulleidia sp. zg-1006	2806552	S	13	1	14	0.00000
Faecalibacillus intestinalis	1982626	S	1055	299	1354	0.00011
Thomasclavelia ramosa	1547	S	205	25	230	0.00002
Thomasclavelia spiroformis	29348	S	144	23	167	0.00001
Catenibacterium sp. co_0103	2478954	S	34	18	52	0.00000
Catenibacterium mitsuokai	100886	S	10	4	14	0.00000
Tannockella kyphosi	2899121	S	19	1	20	0.00000
Parvimonas micra	33033	S	55	15	70	0.00001
Murdochiella vaginalis	1852373	S	46	12	58	0.00000
Finegoldia magna	1260	S	32	12	44	0.00000
Helcococcus ovis	72026	S	10	1	11	0.00000
Ezakiella coagulans	46507	S	10	4	14	0.00000
Ndongobacter massiliensis	1871025	S	40	6	46	0.00000
Bifidobacterium longum	216816	S	23878	22598	46476	0.00361
Bifidobacterium adolescentis	1680	S	20166	16991	37157	0.00289
Bifidobacterium pullorum	78448	S	598	59	657	0.00005
Bifidobacterium dentium	1689	S	446	31	477	0.00004
Bifidobacterium pseudocatenulatum	28026	S	237	114	351	0.00003
Bifidobacterium catenulatum	1686	S	169	130	299	0.00002
Bifidobacterium breve	1685	S	100	38	138	0.00001
