name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Christensenella massiliensis	1805714	S	212	18	230	0.00001
Christensenella sp. MSJ-20	2841518	S	28	0	28	0.00000
Monoglobus pectinilyticus	1981510	S	90	8	98	0.00001
Aceticella autotrophica	2755338	S	24	0	24	0.00000
Neomoorella thermoacetica	1525	S	11	4	15	0.00000
Phascolarctobacterium faecium	33025	S	308814	5842	314656	0.01801
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	199	92	291	0.00002
Phascolarctobacterium succinatutens	626940	S	19	11	30	0.00000
Acidaminococcus intestini	187327	S	14	1	15	0.00000
Selenomonas sputigena	69823	S	3660	114	3774	0.00022
Selenomonas sp. oral taxon 126	712528	S	16	21	37	0.00000
Selenomonas sp. oral taxon 920	1884263	S	14	22	36	0.00000
Selenomonas timonae	2754044	S	11	2	13	0.00000
Megamonas hypermegale	158847	S	33	1	34	0.00000
uncultured Sporomusa sp.	307249	S	22	25	47	0.00000
Sporomusa aerivorans	204936	S	11	0	11	0.00000
Pelosinus fermentans	365349	S	41	3	44	0.00000
Dialister pneumosintes	39950	S	87	43	130	0.00001
Dialister sp.	1955814	S	42	185	227	0.00001
Dialister succinatiphilus	487173	S	19	161	180	0.00001
Veillonella parvula	29466	S	212	53	265	0.00002
Megasphaera stantonii	2144175	S	45	2	47	0.00000
Megasphaera sp.	2023260	S	13	7	20	0.00000
Megasphaera elsdenii	907	S	10	5	15	0.00000
Holdemania massiliensis	1468449	S	39493	5665	45158	0.00259
[Eubacterium] hominis	2764325	S	560	135	695	0.00004
Longicatena caecimuris	1796635	S	396	126	522	0.00003
Amedibacterium intestinale	2583452	S	180	43	223	0.00001
Allobaculum mucilyticum	2834459	S	27	0	27	0.00000
Allobaculum sp. Allo2	2853432	S	14	0	14	0.00000
Faecalibaculum rodentium	1702221	S	35	1	36	0.00000
Solobacterium moorei	102148	S	28	8	36	0.00000
Intestinibaculum porci	2487118	S	17	0	17	0.00000
Bulleidia sp. zg-1006	2806552	S	11	1	12	0.00000
Massilimicrobiota timonensis	1776392	S	11	111	122	0.00001
Faecalibacillus intestinalis	1982626	S	2165	671	2836	0.00016
Thomasclavelia ramosa	1547	S	802	159	961	0.00006
Erysipelatoclostridium sp. An173	1965571	S	81	22	103	0.00001
Thomasclavelia spiroformis	29348	S	38	12	50	0.00000
Catenibacterium sp. co_0103	2478954	S	268	53	321	0.00002
Catenibacterium mitsuokai	100886	S	181	23	204	0.00001
Tannockella kyphosi	2899121	S	30	2	32	0.00000
Turicibacter bilis	2735723	S	135	399	534	0.00003
Turicibacter sp. H121	1712675	S	42	364	406	0.00002
Streptococcus thermophilus	1308	S	9113	1760	10873	0.00062
Streptococcus agalactiae	1311	S	1307	4462	5769	0.00033
Streptococcus sp. HSISS2	1316411	S	64	117	181	0.00001
Streptococcus sp. HSISS3	1316412	S	40	68	108	0.00001
Streptococcus sp. LPB0220	2610896	S	33	16	49	0.00000
Streptococcus pneumoniae	1313	S	145	61	206	0.00001
Streptococcus salivarius	1304	S	111	83	194	0.00001
Streptococcus parasanguinis	1318	S	90	34	124	0.00001
Streptococcus vestibularis	1343	S	61	17	78	0.00000
Streptococcus suis	1307	S	48	40	88	0.00001
Streptococcus sanguinis	1305	S	40	6	46	0.00000
Streptococcus gallolyticus	315405	S	37	33	70	0.00000
Streptococcus sobrinus	1310	S	30	0	30	0.00000
Streptococcus pasteurianus	197614	S	29	88	117	0.00001
Streptococcus gordonii	1302	S	28	2	30	0.00000
Streptococcus lingualis	3098076	S	22	12	34	0.00000
Streptococcus lutetiensis	150055	S	21	10	31	0.00000
Streptococcus equinus	1335	S	14	2	16	0.00000
Streptococcus parasuis	1501662	S	13	2	15	0.00000
Streptococcus lactarius	684066	S	13	1	14	0.00000
Streptococcus pluranimalium	82348	S	12	0	12	0.00000
Streptococcus mutans	1309	S	12	1	13	0.00000
Lactococcus lactis	1358	S	97	18	115	0.00001
Limosilactobacillus oris	1632	S	141	32	173	0.00001
Limosilactobacillus fermentum	1613	S	95	18	113	0.00001
Limosilactobacillus reuteri	1598	S	49	9	58	0.00000
Ligilactobacillus ruminis	1623	S	60	3	63	0.00000
Ligilactobacillus murinus	1622	S	35	1	36	0.00000
Lacticaseibacillus paracasei	1597	S	63	12	75	0.00000
Lacticaseibacillus rhamnosus	47715	S	27	3	30	0.00000
Secundilactobacillus paracollinoides	240427	S	47	7	54	0.00000
Lactobacillus delbrueckii	1584	S	12	7	19	0.00000
Oenococcus kitaharae	336988	S	12	0	12	0.00000
Levilactobacillus suantsaii	2292255	S	11	2	13	0.00000
Enterococcus faecium	1352	S	343	808	1151	0.00007
Enterococcus casseliflavus	37734	S	37	16	53	0.00000
Enterococcus cecorum	44008	S	24	1	25	0.00000
Granulicatella adiacens	46124	S	25	1	26	0.00000
Jeotgalibaca arthritidis	1868794	S	29	4	33	0.00000
Paenibacillus sp. FSL K6-2441	2954679	S	19	24	43	0.00000
Paenibacillus sp. FSL R7-0272	2921679	S	18	11	29	0.00000
Paenibacillus sp. FSL H8-0280	2921382	S	17	153	170	0.00001
Paenibacillus sp. CAA11	1532905	S	17	12	29	0.00000
Paenibacillus sp. MBLB4367	3384767	S	15	13	28	0.00000
Paenibacillus physcomitrellae	1619311	S	36	29	65	0.00000
Paenibacillus tritici	1873425	S	20	19	39	0.00000
Paenibacillus terrae	159743	S	19	46	65	0.00000
Paenibacillus glycanilyticus	126569	S	16	22	38	0.00000
Paenibacillus algicola	2565926	S	11	6	17	0.00000
Paenibacillus borealis	160799	S	11	12	23	0.00000
Paenibacillus andongensis	2975482	S	10	6	16	0.00000
Bacillus atrophaeus	1452	S	36	35	71	0.00000
Niallia sp. Krafla_26	3064703	S	40	19	59	0.00000
Niallia circulans	1397	S	21	13	34	0.00000
Peribacillus sp. B-H-3	3400420	S	31	40	71	0.00000
Metabacillus dongyingensis	2874282	S	22	89	111	0.00001
Halobacillus mangrovi	402384	S	11	3	14	0.00000
Virgibacillus sp. MSP4-1	2700081	S	20	6	26	0.00000
Psychrobacillus sp. FSL W7-1457	2954547	S	13	14	27	0.00000
Siminovitchia fortis	254758	S	12	6	18	0.00000
Staphylococcus pseudintermedius	283734	S	40	32	72	0.00000
Staphylococcus epidermidis	1282	S	22	15	37	0.00000
Nosocomiicoccus massiliensis	1232430	S	43	17	60	0.00000
Ureibacillus thermophilus	367743	S	10	17	27	0.00000
Anoxybacillus flavithermus	33934	S	22	77	99	0.00001
Tumebacillus avium	1903704	S	17	3	20	0.00000
Fodinisporobacter ferrooxydans	2901836	S	15	1	16	0.00000
Listeria weihenstephanensis	1006155	S	32	5	37	0.00000
Polycladomyces abyssicola	1125966	S	21	2	23	0.00000
Murdochiella vaginalis	1852373	S	176	51	227	0.00001
Parvimonas micra	33033	S	18	3	21	0.00000
Tissierella sp. Yu-01	3035694	S	37	1	38	0.00000
Carboxydichorda subterranea	3109565	S	11	0	11	0.00000
Ndongobacter massiliensis	1871025	S	11	2	13	0.00000
Collinsella aerofaciens	74426	S	18625	9581	28206	0.00161
Collinsella sp. i05-0019-G5	3132705	S	1164	1956	3120	0.00018
Collinsella stercoris	147206	S	28	1	29	0.00000
Enorma phocaeensis	1871019	S	47	2	49	0.00000
Parolsenella massiliensis	1871022	S	105	10	115	0.00001
Parolsenella catena	2003188	S	15	1	16	0.00000
Thermophilibacter mediterraneus	1871031	S	48	6	54	0.00000
Fannyhessea vaginae	82135	S	44	1	45	0.00000
Atopobium sp. oral taxon 416	712157	S	22	0	22	0.00000
Parafannyhessea umbonata	604330	S	21	1	22	0.00000
Leptogranulimonas caecicola	2894156	S	11	0	11	0.00000
Eggerthella lenta	84112	S	11443	1584	13027	0.00075
Eggerthella guodeyinii	2690837	S	83	14	97	0.00001
Eggerthella sp. YY7918	502558	S	63	3	66	0.00000
Gordonibacter urolithinfaciens	1335613	S	100	23	123	0.00001
Gordonibacter pamelaeae	471189	S	40	10	50	0.00000
Adlercreutzia hattorii	2707299	S	48	30	78	0.00000
Adlercreutzia equolifaciens	446660	S	24	14	38	0.00000
Berryella intestinalis	1531429	S	79	8	87	0.00000
Slackia heliotrinireducens	84110	S	51	0	51	0.00000
Slackia exigua	84109	S	13	0	13	0.00000
Arabiibacter massiliensis	1870985	S	16	1	17	0.00000
Bifidobacterium longum	216816	S	594	332	926	0.00005
Bifidobacterium dentium	1689	S	340	26	366	0.00002
Bifidobacterium breve	1685	S	104	292	396	0.00002
Bifidobacterium catenulatum	1686	S	29	12	41	0.00000
Bifidobacterium thermophilum	33905	S	29	2	31	0.00000
Bifidobacterium scardovii	158787	S	21	2	23	0.00000
Bifidobacterium sp. ESL0764	2983228	S	12	2	14	0.00000
Bifidobacterium coryneforme	1687	S	16	0	16	0.00000
Bifidobacterium adolescentis	1680	S	16	7	23	0.00000
Bifidobacterium asteroides	1684	S	14	0	14	0.00000
Bifidobacterium angulatum	1683	S	13	3	16	0.00000
Cutibacterium acnes	1747	S	750	106	856	0.00005
Propionibacterium freudenreichii	1744	S	198	91	289	0.00002
Nocardioides bizhenqiangii	3095076	S	20	8	28	0.00000
Aeromicrobium erythreum	2041	S	12	5	17	0.00000
Arthrobacter sp. NEB 688	904039	S	30	32	62	0.00000
Arthrobacter sp. zg-Y919	2894187	S	28	56	84	0.00000
Arthrobacter crystallopoietes	37928	S	14	8	22	0.00000
Rothia mucilaginosa	43675	S	25	4	29	0.00000
Rothia dentocariosa	2047	S	17	1	18	0.00000
Rothia nasimurium	85336	S	10	3	13	0.00000
Subtercola endophyticus	2895559	S	30	14	44	0.00000
Salinibacterium sp. M195	2583374	S	14	2	16	0.00000
Ruania suaedae	2897774	S	28	9	37	0.00000
Austwickia chelonae	100225	S	21	2	23	0.00000
Brachybacterium sp. P6-10-X1	1903186	S	10	3	13	0.00000
Streptomyces buecherae	2763006	S	47	29	76	0.00000
Streptomyces finlayi	67296	S	19	8	27	0.00000
Streptomyces albidoflavus	1886	S	19	176	195	0.00001
Kitasatospora herbaricolor	68217	S	41	24	65	0.00000
Kitasatospora purpeofusca	67352	S	21	12	33	0.00000
Corynebacterium sp. SCR221107	3017361	S	44	12	56	0.00000
Corynebacterium kroppenstedtii	161879	S	46	24	70	0.00000
Corynebacterium urealyticum	43771	S	32	14	46	0.00000
Corynebacterium callunae	1721	S	29	6	35	0.00000
Corynebacterium nuruki	1032851	S	23	9	32	0.00000
Corynebacterium macginleyi	38290	S	16	7	23	0.00000
Mycobacteroides sp. PCS013	3074106	S	11	17	28	0.00000
Actinomyces sp. oral taxon 169	712116	S	12	25	37	0.00000
Actinomyces oris	544580	S	17	71	88	0.00001
Gleimia europaea	66228	S	53	8	61	0.00000
Trueperella pyogenes	1661	S	12	1	13	0.00000
Micromonospora craniellae	2294034	S	16	20	36	0.00000
Prauserella marina	530584	S	30	5	35	0.00000
Nocardiopsis sp. HUAS JQ3	3061629	S	12	7	19	0.00000
Conexibacter sp. SYSU D00693	2812560	S	11	0	11	0.00000
Synechococcus sp. CC9902	316279	S	13	26	39	0.00000
Geitlerinema sp. PCC 7407	1173025	S	45	4	49	0.00000
Euhalothece natronophila	577489	S	22	3	25	0.00000
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	1618022	S	12	0	12	0.00000
Candidatus Leptofilum sp.	3241576	S	23	0	23	0.00000
Ktedonosporobacter rubrisoli	2509675	S	29	0	29	0.00000
Tepidiforma bonchosmolovskayae	2601677	S	29	0	29	0.00000
Cetobacterium sp. SF1	3417654	S	154	2	156	0.00001
Fusobacterium nucleatum	851	S	10	37	47	0.00000
Leptotrichia wadei	157687	S	12	6	18	0.00000
Pyramidobacter sp. YE332	3068894	S	24	6	30	0.00000
Pyramidobacter piscolens	638849	S	13	4	17	0.00000
Cloacibacillus porcorum	1197717	S	26	3	29	0.00000
Homo sapiens	9606	S	257	0	257	0.00001
Methanogenium organophilum	2199	S	10	2	12	0.00000
Carjivirus communis	2955582	S	2738	757	3495	0.00020
Carjivirus hominis	2955583	S	760	213	973	0.00006
Jahgtovirus intestinalis	2955996	S	101	0	101	0.00001
Mahlunavirus rarus	2956179	S	13	0	13	0.00000
Oengusvirus oengus	2734262	S	261	2	263	0.00002
