name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Selenomonas sputigena	69823	S	12	0	12	0.00000
Holdemania massiliensis	1468449	S	567	81	648	0.00004
[Eubacterium] hominis	2764325	S	57	15	72	0.00000
Longicatena caecimuris	1796635	S	29	9	38	0.00000
Amedibacterium intestinale	2583452	S	17	4	21	0.00000
Solobacterium moorei	102148	S	10	3	13	0.00000
Allocoprobacillus halotolerans	2944914	S	10	1	11	0.00000
Faecalibacillus intestinalis	1982626	S	307	74	381	0.00002
Thomasclavelia ramosa	1547	S	280	33	313	0.00002
Thomasclavelia spiroformis	29348	S	10	1	11	0.00000
Catenibacterium mitsuokai	100886	S	27	34	61	0.00000
Bifidobacterium longum	216816	S	8076	8501	16577	0.00091
Bifidobacterium bifidum	1681	S	241	569	810	0.00004
Bifidobacterium catenulatum	1686	S	109	61	170	0.00001
Bifidobacterium adolescentis	1680	S	106	87	193	0.00001
Bifidobacterium breve	1685	S	83	103	186	0.00001
Bifidobacterium pseudocatenulatum	28026	S	51	24	75	0.00000
Bifidobacterium dentium	1689	S	35	2	37	0.00000
Parascardovia denticolens	78258	S	23	0	23	0.00000
Rothia mucilaginosa	43675	S	1923	78	2001	0.00011
Rothia dentocariosa	2047	S	252	30	282	0.00002
Kocuria rosea	1275	S	123	10	133	0.00001
Actinomyces pacaensis	1852377	S	94	4	98	0.00001
Actinomyces radicidentis	111015	S	14	1	15	0.00000
Actinomyces oris	544580	S	12	31	43	0.00000
Schaalia odontolytica	1660	S	86	16	102	0.00001
Schaalia turicensis	131111	S	12	3	15	0.00000
Actinotignum urinale	190146	S	10	0	10	0.00000
Corynebacterium tuberculostearicum	38304	S	38	23	61	0.00000
Corynebacterium matruchotii	43768	S	35	0	35	0.00000
Corynebacterium durum	61592	S	10	0	10	0.00000
Mycobacterium spongiae	886343	S	13	4	17	0.00000
Lawsonella clevelandensis	1528099	S	17	1	18	0.00000
Cutibacterium acnes	1747	S	92	5	97	0.00001
Propionibacterium acidifaciens	556499	S	17	0	17	0.00000
Streptomyces iakyrus	68219	S	10	39	49	0.00000
Amycolatopsis sp. FBCC-B4732	3079339	S	27	2	29	0.00000
Kutzneria sp. CA-103260	2802641	S	11	0	11	0.00000
Frankia casuarinae	106370	S	16	0	16	0.00000
Eggerthella lenta	84112	S	942	150	1092	0.00006
Adlercreutzia hattorii	2707299	S	257	134	391	0.00002
Adlercreutzia equolifaciens	446660	S	147	48	195	0.00001
Gordonibacter pamelaeae	471189	S	127	46	173	0.00001
Gordonibacter urolithinfaciens	1335613	S	31	9	40	0.00000
Raoultibacter timonensis	1907662	S	10	0	10	0.00000
Collinsella aerofaciens	74426	S	513	232	745	0.00004
Collinsella sp. i05-0019-G5	3132705	S	56	81	137	0.00001
Lancefieldella parvula	1382	S	17	3	20	0.00000
Spiroplasma culicicola	216935	S	58	0	58	0.00000
Mycoplasma sp. P36-A1	3252900	S	32	1	33	0.00000
Euhalothece natronophila	577489	S	10	2	12	0.00000
Chloroflexus aurantiacus	1108	S	10	1	11	0.00000
Fusobacterium mortiferum	850	S	36584	2784	39368	0.00216
Fusobacterium polymorphum	76857	S	508	1674	2182	0.00012
Fusobacterium sp. SB021	2744227	S	109	4	113	0.00001
Fusobacterium pseudoperiodonticum	2663009	S	15	31	46	0.00000
Candidatus Nanosynbacter sp. HMT-352	2899133	S	54	69	123	0.00001
Candidatus Nanosynbacter sp. BB002	3393757	S	18	14	32	0.00000
Candidatus Nanosynbacter featherlites	2572088	S	12	10	22	0.00000
Jonquetella anthropi	428712	S	17	0	17	0.00000
Homo sapiens	9606	S	888	0	888	0.00005
Skunavirus S0139	2845458	S	18	156	174	0.00001
Skunavirus P1532	2845432	S	16	274	290	0.00002
Skunavirus i0139	2845473	S	12	116	128	0.00001
Skunavirus sv79201	2845180	S	11	148	159	0.00001
Skunavirus sv96401	2845185	S	11	186	197	0.00001
Eponavirus epona	2734105	S	63	2	65	0.00000
Taranisvirus taranis	2734146	S	20	12	32	0.00000
